L1Seed,PileUp,Total,Prescale0,Fired0,
Count,-1,78716,1,78716,
Count,2.1,1421,1,1421,
Count,2.9,1425,1,1425,
Count,3.1,1432,1,1432,
Count,5,1426,1,1426,
Count,6.9,2419,1,2419,
Count,7,1416,1,1416,
Count,7.1,1409,1,1409,
Count,7.5,1523,1,1523,
Count,10.1,1409,1,1409,
Count,10.9,1442,1,1442,
Count,13.5,1436,1,1436,
Count,13.8,1373,1,1373,
Count,14.8,1308,1,1308,
Count,14.9,1429,1,1429,
Count,15.2,1377,1,1377,
Count,21.3,1367,1,1367,
Count,23.7,1436,1,1436,
Count,24.2,1393,1,1393,
Count,24.4,1359,1,1359,
Count,26.4,1377,1,1377,
Count,27.4,4193,1,4193,
Count,27.5,5554,1,5554,
Count,27.6,2780,1,2780,
Count,27.7,7015,1,7015,
Count,27.8,8345,1,8345,
Count,27.9,9723,1,9723,
Count,28,19631,1,19631,
Count,28.1,9975,1,9975,
Count,28.2,7007,1,7007,
Count,28.3,11129,1,11129,
Count,28.4,9834,1,9834,
Count,28.5,8522,1,8522,
Count,28.6,5516,1,5516,
Count,28.7,9826,1,9826,
Count,28.8,12631,1,12631,
Count,28.9,8449,1,8449,
Count,29,9881,1,9881,
Count,29.1,6950,1,6950,
Count,29.2,9727,1,9727,
Count,29.3,7102,1,7102,
Count,29.4,7072,1,7072,
Count,29.5,4110,1,4110,
Count,29.6,8638,1,8638,
Count,29.7,11209,1,11209,
Count,29.8,19536,1,19536,
Count,29.9,8522,1,8522,
Count,30,5640,1,5640,
Count,30.1,9812,1,9812,
Count,30.2,8319,1,8319,
Count,30.3,7035,1,7035,
Count,30.4,8257,1,8257,
Count,30.5,8511,1,8511,
Count,30.6,12709,1,12709,
Count,30.7,1423,1,1423,
Count,30.8,8877,1,8877,
Count,30.9,8392,1,8392,
Count,31,8466,1,8466,
Count,31.1,6868,1,6868,
Count,31.2,7029,1,7029,
Count,31.3,8423,1,8423,
Count,31.4,6983,1,6983,
Count,31.5,12667,1,12667,
Count,31.6,11284,1,11284,
Count,31.7,5619,1,5619,
Count,31.8,7052,1,7052,
Count,31.9,9692,1,9692,
Count,32,7037,1,7037,
Count,32.1,6990,1,6990,
Count,32.2,9830,1,9830,
Count,32.3,7080,1,7080,
Count,32.4,15424,1,15424,
Count,32.5,5571,1,5571,
Count,32.6,9749,1,9749,
Count,32.7,5540,1,5540,
Count,32.8,5642,1,5642,
Count,32.9,9849,1,9849,
Count,33,8370,1,8370,
Count,33.1,7006,1,7006,
Count,33.2,6969,1,6969,
Count,33.3,11161,1,11161,
Count,33.4,9836,1,9836,
Count,33.5,6973,1,6973,
Count,33.6,9943,1,9943,
Count,33.7,5613,1,5613,
Count,33.8,13810,1,13810,
Count,33.9,16778,1,16778,
Count,34,11399,1,11399,
Count,34.1,11182,1,11182,
Count,34.2,5846,1,5846,
Count,34.3,4141,1,4141,
Count,34.4,4328,1,4328,
Count,34.5,9782,1,9782,
Count,34.6,6920,1,6920,
Count,34.7,8699,1,8699,
Count,34.8,6934,1,6934,
Count,34.9,5740,1,5740,
Count,35,8331,1,8331,
Count,35.1,5638,1,5638,
Count,35.2,1324,1,1324,
Count,35.9,3776,1,3776,
Count,36.6,7350,1,7350,
Count,36.7,6910,1,6910,
Count,36.8,4244,1,4244,
Count,36.9,5606,1,5606,
Count,37,8293,1,8293,
Count,37.1,8500,1,8500,
Count,37.2,2796,1,2796,
Count,37.3,8472,1,8472,
Count,37.4,7001,1,7001,
Count,37.5,6850,1,6850,
Count,37.6,5076,1,5076,
Count,37.7,4225,1,4225,
Count,37.8,8339,1,8339,
Count,37.9,3792,1,3792,
Count,38,7116,1,7116,
Count,38.1,5601,1,5601,
Count,38.2,7126,1,7126,
Count,38.3,6866,1,6866,
Count,38.4,8335,1,8335,
Count,38.5,5569,1,5569,
Count,38.6,5519,1,5519,
Count,38.7,5602,1,5602,
Count,38.8,8399,1,8399,
Count,38.9,5645,1,5645,
Count,39,5650,1,5650,
Count,39.1,5702,1,5702,
Count,39.2,4163,1,4163,
Count,39.3,7010,1,7010,
Count,39.4,11170,1,11170,
Count,39.5,5675,1,5675,
Count,39.6,5514,1,5514,
Count,39.7,6996,1,6996,
Count,39.8,4103,1,4103,
Count,39.9,7126,1,7126,
Count,40,5711,1,5711,
Count,40.1,2758,1,2758,
Count,40.2,5569,1,5569,
Count,40.3,6967,1,6967,
Count,40.4,6884,1,6884,
Count,40.5,9217,1,9217,
Count,40.6,6895,1,6895,
Count,40.7,2866,1,2866,
Count,40.8,7056,1,7056,
Count,40.9,7027,1,7027,
Count,41,7026,1,7026,
Count,41.1,1425,1,1425,
Count,41.2,7045,1,7045,
Count,41.3,1370,1,1370,
Count,41.4,9874,1,9874,
Count,41.5,8251,1,8251,
Count,41.6,5634,1,5634,
Count,41.7,6920,1,6920,
Count,41.8,2800,1,2800,
Count,41.9,5634,1,5634,
Count,42,2878,1,2878,
Count,42.1,9546,1,9546,
Count,42.2,4316,1,4316,
Count,42.3,4231,1,4231,
Count,42.4,4182,1,4182,
Count,42.5,5574,1,5574,
Count,42.6,11218,1,11218,
Count,42.7,5610,1,5610,
Count,42.8,5580,1,5580,
Count,42.9,5507,1,5507,
Count,43,5534,1,5534,
Count,43.1,4108,1,4108,
Count,43.2,4306,1,4306,
Count,43.3,6980,1,6980,
Count,43.4,5562,1,5562,
Count,43.5,1428,1,1428,
Count,43.6,12078,1,12078,
Count,43.7,4164,1,4164,
Count,43.8,5517,1,5517,
Count,43.9,5659,1,5659,
Count,44,5544,1,5544,
Count,44.1,2779,1,2779,
Count,44.2,5520,1,5520,
Count,44.3,4202,1,4202,
Count,44.4,4251,1,4251,
Count,44.5,4273,1,4273,
Count,44.6,5573,1,5573,
Count,44.7,5568,1,5568,
Count,44.8,8421,1,8421,
Count,44.9,6907,1,6907,
Count,45,4135,1,4135,
Count,45.1,5679,1,5679,
Count,45.2,4263,1,4263,
Count,45.3,4289,1,4289,
Count,45.4,10822,1,10822,
Count,45.5,7015,1,7015,
Count,45.6,9758,1,9758,
Count,45.7,8445,1,8445,
Count,45.8,10748,1,10748,
Count,45.9,6978,1,6978,
Count,46,9735,1,9735,
Count,46.1,5404,1,5404,
Count,46.2,7102,1,7102,
Count,46.3,9854,1,9854,
Count,46.4,4183,1,4183,
Count,46.5,5613,1,5613,
Count,46.6,9216,1,9216,
Count,46.7,4207,1,4207,
Count,46.8,1300,1,1300,
Count,46.9,5653,1,5653,
Count,47,2730,1,2730,
Count,47.1,4194,1,4194,
Count,47.2,2775,1,2775,
Count,47.3,2765,1,2765,
Count,47.4,2823,1,2823,
Count,47.5,2889,1,2889,
Count,47.6,2818,1,2818,
Count,47.7,2803,1,2803,
Count,47.8,1463,1,1463,
Count,47.9,1437,1,1437,
Count,48,4253,1,4253,
Count,48.1,2702,1,2702,
Count,48.2,1411,1,1411,
Count,48.3,2766,1,2766,
Count,48.4,2780,1,2780,
Count,48.5,1364,1,1364,
Count,48.6,4140,1,4140,
Count,48.7,4250,1,4250,
Count,48.8,1349,1,1349,
Count,49.1,6046,1,6046,
Count,49.2,2870,1,2870,
Count,49.3,8264,1,8264,
Count,49.4,2840,1,2840,
Count,49.5,6909,1,6909,
Count,49.6,4263,1,4263,
Count,49.7,2704,1,2704,
Count,49.8,5526,1,5526,
Count,50,1361,1,1361,
Count,50.1,1378,1,1378,
Count,50.2,2679,1,2679,
Count,50.7,1414,1,1414,
Count,50.9,2749,1,2749,
Count,51,2786,1,2786,
Count,51.1,130,1,130,
Count,51.2,1458,1,1458,
L1APhysics,-1,78716,1,106,
L1APhysics,2.1,1421,1,2,
L1APhysics,3.1,1432,1,1,
L1APhysics,5,1426,1,2,
L1APhysics,6.9,2419,1,1,
L1APhysics,7,1416,1,1,
L1APhysics,10.1,1409,1,3,
L1APhysics,10.9,1442,1,1,
L1APhysics,13.5,1436,1,1,
L1APhysics,14.8,1308,1,4,
L1APhysics,14.9,1429,1,1,
L1APhysics,15.2,1377,1,2,
L1APhysics,21.3,1367,1,1,
L1APhysics,23.7,1436,1,2,
L1APhysics,24.2,1393,1,2,
L1APhysics,24.4,1359,1,2,
L1APhysics,26.4,1377,1,1,
L1APhysics,27.4,4193,1,5,
L1APhysics,27.5,5554,1,6,
L1APhysics,27.6,2780,1,8,
L1APhysics,27.7,7015,1,10,
L1APhysics,27.8,8345,1,20,
L1APhysics,27.9,9723,1,12,
L1APhysics,28,19631,1,36,
