L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0,Type,PAG,Comment
0,L1_SingleMuCosmics,0,-nan,-nan,-nan,-nan,
1,L1_SingleMuCosmics_BMTF,0,-nan,-nan,-nan,-nan,
2,L1_SingleMuCosmics_OMTF,0,-nan,-nan,-nan,-nan,
3,L1_SingleMuCosmics_EMTF,0,-nan,-nan,-nan,-nan,
4,L1_SingleMuOpen,63000,-nan,-nan,-nan,-nan,
5,L1_SingleMu0_DQ,0,-nan,-nan,-nan,-nan,
6,L1_SingleMu0_BMTF,0,-nan,-nan,-nan,-nan,
7,L1_SingleMu0_OMTF,0,-nan,-nan,-nan,-nan,
8,L1_SingleMu0_EMTF,0,-nan,-nan,-nan,-nan,
9,L1_SingleMu3,22000,-nan,-nan,-nan,-nan,
10,L1_SingleMu5,1700,-nan,-nan,-nan,-nan,
11,L1_SingleMu7_DQ,0,-nan,-nan,-nan,-nan,
12,L1_SingleMu7,200,-nan,-nan,-nan,-nan,
13,L1_SingleMu12_DQ_BMTF,0,-nan,-nan,-nan,-nan,
14,L1_SingleMu12_DQ_OMTF,0,-nan,-nan,-nan,-nan,
15,L1_SingleMu12_DQ_EMTF,0,-nan,-nan,-nan,-nan,
16,L1_SingleMu15_DQ,1300,-nan,-nan,-nan,-nan,
17,L1_SingleMu18,210,-nan,-nan,-nan,-nan,
18,L1_SingleMu20,0,-nan,-nan,-nan,-nan,
19,L1_SingleMu22,1,-nan,-nan,-nan,-nan,
20,L1_SingleMu22_BMTF,0,-nan,-nan,-nan,-nan,
21,L1_SingleMu22_OMTF,0,-nan,-nan,-nan,-nan,
22,L1_SingleMu22_EMTF,0,-nan,-nan,-nan,-nan,
23,L1_SingleMu25,1,-nan,-nan,-nan,-nan,
25,L1_SingleMu6er1p5,0,-nan,-nan,-nan,-nan,
26,L1_SingleMu7er1p5,0,-nan,-nan,-nan,-nan,
27,L1_SingleMu8er1p5,0,-nan,-nan,-nan,-nan,
28,L1_SingleMu9er1p5,0,-nan,-nan,-nan,-nan,
29,L1_SingleMu10er1p5,0,-nan,-nan,-nan,-nan,
30,L1_SingleMu12er1p5,0,-nan,-nan,-nan,-nan,
31,L1_SingleMu14er1p5,0,-nan,-nan,-nan,-nan,
32,L1_SingleMu16er1p5,0,-nan,-nan,-nan,-nan,
33,L1_SingleMu18er1p5,0,-nan,-nan,-nan,-nan,
39,L1_DoubleMu0_OQ,0,-nan,-nan,-nan,-nan,
40,L1_DoubleMu0,0,-nan,-nan,-nan,-nan,
41,L1_DoubleMu0_SQ,1500,-nan,-nan,-nan,-nan,
42,L1_DoubleMu0_SQ_OS,0,-nan,-nan,-nan,-nan,
43,L1_DoubleMu0_Mass_Min1,0,-nan,-nan,-nan,-nan,
44,L1_DoubleMu8_SQ,1,-nan,-nan,-nan,-nan,
45,L1_DoubleMu9_SQ,1,-nan,-nan,-nan,-nan,
46,L1_DoubleMu_12_5,0,-nan,-nan,-nan,-nan,
47,L1_DoubleMu_15_5_SQ,1,-nan,-nan,-nan,-nan,
48,L1_DoubleMu_15_7,1,-nan,-nan,-nan,-nan,
49,L1_DoubleMu_15_7_SQ,1,-nan,-nan,-nan,-nan,
50,L1_DoubleMu_15_7_Mass_Min1,0,-nan,-nan,-nan,-nan,
51,L1_DoubleMu18er2p1,1,-nan,-nan,-nan,-nan,
53,L1_DoubleMu0er2p0_SQ_dR_Max1p4,0,-nan,-nan,-nan,-nan,
54,L1_DoubleMu0er2p0_SQ_OS_dR_Max1p4,0,-nan,-nan,-nan,-nan,
55,L1_DoubleMu0er1p5_SQ,0,-nan,-nan,-nan,-nan,
56,L1_DoubleMu0er1p5_SQ_OS,450,-nan,-nan,-nan,-nan,
57,L1_DoubleMu0er1p5_SQ_dR_Max1p4,2,-nan,-nan,-nan,-nan,
58,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4,1,-nan,-nan,-nan,-nan,
59,L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4,1,-nan,-nan,-nan,-nan,
60,L1_DoubleMu4_SQ_OS,700,-nan,-nan,-nan,-nan,
61,L1_DoubleMu4_SQ_OS_dR_Max1p2,1,-nan,-nan,-nan,-nan,
62,L1_DoubleMu4p5_SQ_OS,800,-nan,-nan,-nan,-nan,
63,L1_DoubleMu4p5_SQ_OS_dR_Max1p2,1,-nan,-nan,-nan,-nan,
64,L1_DoubleMu4p5er2p0_SQ_OS,80,-nan,-nan,-nan,-nan,
65,L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7,1,-nan,-nan,-nan,-nan,
66,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18,1,-nan,-nan,-nan,-nan,
71,L1_TripleMu0_OQ,0,-nan,-nan,-nan,-nan,
72,L1_TripleMu0,0,-nan,-nan,-nan,-nan,
73,L1_TripleMu0_SQ,0,-nan,-nan,-nan,-nan,
74,L1_TripleMu3,0,-nan,-nan,-nan,-nan,
75,L1_TripleMu3_SQ,1,-nan,-nan,-nan,-nan,
76,L1_TripleMu_5SQ_3SQ_0OQ,35,-nan,-nan,-nan,-nan,
77,L1_TripleMu_5_3p5_2p5,35,-nan,-nan,-nan,-nan,
78,L1_TripleMu_5_3_3,1,-nan,-nan,-nan,-nan,
79,L1_TripleMu_5_3_3_SQ,1,-nan,-nan,-nan,-nan,
80,L1_TripleMu_5_5_3,1,-nan,-nan,-nan,-nan,
82,L1_TripleMu_5_3p5_2p5_OQ_DoubleMu_5_2p5_OQ_OS_Mass_5to17,0,-nan,-nan,-nan,-nan,
83,L1_TripleMu_5_3p5_2p5_DoubleMu_5_2p5_OS_Mass_5to17,1,-nan,-nan,-nan,-nan,
84,L1_TripleMu_5_4_2p5_DoubleMu_5_2p5_OS_Mass_5to17,1,-nan,-nan,-nan,-nan,
85,L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9,1,-nan,-nan,-nan,-nan,
86,L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9,1,-nan,-nan,-nan,-nan,
88,L1_QuadMu0_OQ,0,-nan,-nan,-nan,-nan,
89,L1_QuadMu0,0,-nan,-nan,-nan,-nan,
90,L1_QuadMu0_SQ,0,-nan,-nan,-nan,-nan,
96,L1_Mu5_EG23er2p5,0,-nan,-nan,-nan,-nan,
97,L1_Mu7_EG20er2p5,1,-nan,-nan,-nan,-nan,
98,L1_Mu7_EG23er2p5,1,-nan,-nan,-nan,-nan,
99,L1_Mu20_EG10er2p5,1,-nan,-nan,-nan,-nan,
100,L1_Mu5_LooseIsoEG20er2p5,0,-nan,-nan,-nan,-nan,
101,L1_Mu7_LooseIsoEG20er2p5,1,-nan,-nan,-nan,-nan,
102,L1_Mu7_LooseIsoEG23er2p5,1,-nan,-nan,-nan,-nan,
104,L1_Mu6_DoubleEG10er2p5,0,-nan,-nan,-nan,-nan,
105,L1_Mu6_DoubleEG12er2p5,1,-nan,-nan,-nan,-nan,
106,L1_Mu6_DoubleEG15er2p5,1,-nan,-nan,-nan,-nan,
107,L1_Mu6_DoubleEG17er2p5,1,-nan,-nan,-nan,-nan,
109,L1_DoubleMu4_SQ_EG9er2p5,0,-nan,-nan,-nan,-nan,
110,L1_DoubleMu5_SQ_EG9er2p5,1,-nan,-nan,-nan,-nan,
112,L1_DoubleMu3_OS_DoubleEG7p5Upsilon,1,-nan,-nan,-nan,-nan,
113,L1_DoubleMu5Upsilon_OS_DoubleEG3,1,-nan,-nan,-nan,-nan,
119,L1_Mu3_Jet30er2p5,11000,-nan,-nan,-nan,-nan,
121,L1_Mu3_Jet16er2p5_dR_Max0p4,400,-nan,-nan,-nan,-nan,
122,L1_Mu3_Jet35er2p5_dR_Max0p4,256,-nan,-nan,-nan,-nan,
123,L1_Mu3_Jet60er2p5_dR_Max0p4,52,-nan,-nan,-nan,-nan,
124,L1_Mu3_Jet80er2p5_dR_Max0p4,13,-nan,-nan,-nan,-nan,
125,L1_Mu3_Jet120er2p5_dR_Max0p8,3,-nan,-nan,-nan,-nan,
126,L1_Mu3_Jet120er2p5_dR_Max0p4,3,-nan,-nan,-nan,-nan,
128,L1_Mu3er1p5_Jet100er2p5_ETMHF40,1,-nan,-nan,-nan,-nan,
129,L1_Mu3er1p5_Jet100er2p5_ETMHF50,1,-nan,-nan,-nan,-nan,
131,L1_Mu6_HTT240er,1,-nan,-nan,-nan,-nan,
132,L1_Mu6_HTT250er,1,-nan,-nan,-nan,-nan,
134,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,0,-nan,-nan,-nan,-nan,
135,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,1,-nan,-nan,-nan,-nan,
136,L1_Mu12er2p3_Jet40er2p1_dR_Max0p4_DoubleJet40er2p1_dEta_Max1p6,1,-nan,-nan,-nan,-nan,
142,L1_DoubleMu0_dR_Max1p6_Jet90er2p5_dR_Max0p8,1,-nan,-nan,-nan,-nan,
143,L1_DoubleMu3_dR_Max1p6_Jet90er2p5_dR_Max0p8,1,-nan,-nan,-nan,-nan,
145,L1_DoubleMu3_SQ_ETMHF50_HTT60er,0,-nan,-nan,-nan,-nan,
146,L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5,1,-nan,-nan,-nan,-nan,
147,L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5,1,-nan,-nan,-nan,-nan,
148,L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5,1,-nan,-nan,-nan,-nan,
150,L1_DoubleMu3_SQ_HTT220er,1,-nan,-nan,-nan,-nan,
151,L1_DoubleMu3_SQ_HTT240er,1,-nan,-nan,-nan,-nan,
152,L1_DoubleMu3_SQ_HTT260er,1,-nan,-nan,-nan,-nan,
159,L1_SingleEG8er2p5,44000,-nan,-nan,-nan,-nan,
160,L1_SingleEG10er2p5,7600,-nan,-nan,-nan,-nan,
161,L1_SingleEG15er2p5,1350,-nan,-nan,-nan,-nan,
162,L1_SingleEG26er2p5,780,-nan,-nan,-nan,-nan,
163,L1_SingleEG28_FWD2p5,45,-nan,-nan,-nan,-nan,
164,L1_SingleEG28er2p5,0,-nan,-nan,-nan,-nan,
165,L1_SingleEG28er2p1,0,-nan,-nan,-nan,-nan,
166,L1_SingleEG28er1p5,0,-nan,-nan,-nan,-nan,
167,L1_SingleEG34er2p5,0,-nan,-nan,-nan,-nan,
168,L1_SingleEG36er2p5,1,-nan,-nan,-nan,-nan,
169,L1_SingleEG38er2p5,1,-nan,-nan,-nan,-nan,
170,L1_SingleEG40er2p5,1,-nan,-nan,-nan,-nan,
171,L1_SingleEG42er2p5,1,-nan,-nan,-nan,-nan,
172,L1_SingleEG45er2p5,1,-nan,-nan,-nan,-nan,
173,L1_SingleEG50,0,-nan,-nan,-nan,-nan,
174,L1_SingleEG60,1,-nan,-nan,-nan,-nan,
175,L1_SingleLooseIsoEG26er2p5,1,-nan,-nan,-nan,-nan,
176,L1_SingleLooseIsoEG26er1p5,1,-nan,-nan,-nan,-nan,
177,L1_SingleLooseIsoEG28_FWD2p5,1,-nan,-nan,-nan,-nan,
178,L1_SingleLooseIsoEG28er2p5,1,-nan,-nan,-nan,-nan,
179,L1_SingleLooseIsoEG28er2p1,1,-nan,-nan,-nan,-nan,
180,L1_SingleLooseIsoEG28er1p5,1,-nan,-nan,-nan,-nan,
181,L1_SingleLooseIsoEG30er2p5,1,-nan,-nan,-nan,-nan,
182,L1_SingleLooseIsoEG30er1p5,1,-nan,-nan,-nan,-nan,
183,L1_SingleIsoEG24er2p1,1,-nan,-nan,-nan,-nan,
184,L1_SingleIsoEG24er1p5,1,-nan,-nan,-nan,-nan,
185,L1_SingleIsoEG26er2p5,1,-nan,-nan,-nan,-nan,
186,L1_SingleIsoEG26er2p1,1,-nan,-nan,-nan,-nan,
187,L1_SingleIsoEG26er1p5,1,-nan,-nan,-nan,-nan,
188,L1_SingleIsoEG28_FWD2p5,1,-nan,-nan,-nan,-nan,
189,L1_SingleIsoEG28er2p5,1,-nan,-nan,-nan,-nan,
190,L1_SingleIsoEG28er2p1,1,-nan,-nan,-nan,-nan,
191,L1_SingleIsoEG28er1p5,1,-nan,-nan,-nan,-nan,
192,L1_SingleIsoEG30er2p5,1,-nan,-nan,-nan,-nan,
193,L1_SingleIsoEG30er2p1,1,-nan,-nan,-nan,-nan,
